"ID";"ISIL";"VZ_Sigel";"VZ_Code";"Institution";"Institution_DE";"Institution_FR";"Institution_IT";"Institution_RM";"Institution_EN";"Strasse";"PLZ";"Ort";"Kanton";"Land";"Telefon_Nr";"Fax_Nr";"E_Mail";"WWW";"Startdatum";"Enddatum";"Aufgegangen_in";"Verwaltungsgeschichte";"Bestandsbeschreibung";"Bibliotheksbestaende";"Andere_Bestaende";"URL_Findmittel";"Zugang";"Fernleihe_Tel";"Fernleihe_Fax";"Fernleihe_Mail";"Mitgliedschaft";"Dewey";"Status";"Zugangsbedingungen";"LastEditedOn"
"https://www.helveticarchives.ch/detail.aspx?ID=172029";"CH-000208-7";"";"";"Musée d'Histoire";"";"";"";"";"";"Rue des Musées 31";"2300";"La Chaux-de-Fonds";"NE";"CH";"+41 32 967 60 88";"+41 32 722 07 62";"museehistoire.vch@ne.ch";"www.chaux-de-fonds.ch/museehistoire";"1876";"";"";"";"Histoire neuchâteloise et chaux-de-fonnière,numismatique,monnaies anciennes suisses: Numismatik";"4'000 volumes, 16 périodiques";"";"";"";"";"";"";"MEMORIAV, ICOM, VMS/AMS, VSA/AAS";"737 [Numismatik]";"aktiv";"Zugänglichkeit nicht festgelegt";"2019-02-07"
"https://www.helveticarchives.ch/detail.aspx?ID=172026";"CH-000209-4";"";"";"Musée d'histoire naturelle";"";"";"";"";"";"63, avenue Léopold-Robert";"2300";"La Chaux-de-Fonds";"NE";"CH";"+41 32 967 60 71";"+41 32 722 07 46";"mhnc@ne.ch";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"aktiv";"Zugänglichkeit nicht festgelegt";"2019-02-07"
"https://www.helveticarchives.ch/detail.aspx?ID=171948";"CH-001234-1";"";"";"Musée d'histoire naturelle / Bibliothèque";"";"";"";"";"";"Rue des Terreaux 14";"2000";"Neuchâtel";"NE";"CH";"+41 32 717 79 60";"+41 32 717 79 69";"";"";"1832";"";"";"";"Histoire naturelle Naturkunde";"";"";"";"";"";"";"";"AMS";"508 [Naturkunde]";"aktiv";"Zugänglichkeit nicht festgelegt";"2019-02-07"
"https://www.helveticarchives.ch/detail.aspx?ID=172052";"CH-000248-2";"";"";"Musée d'horlogerie du Locle";"Uhrenmuseum Le Locle";"";"";"";"";"Château des Monts, Route des Monts 65";"2400";"Le Locle";"NE";"CH";"+41 32 933 89 80";"+41 32 933 89 70";"mhl@ne.ch";"http://www.mhl-monts.ch/";"";"";"";"";"Mesure du temps, horlogerie, montres, pendules, horlogers Uhren, Zeitmessung";"";"";"";"Consultation sur place, sur rendez-vous préalable";"";"";"";"VMS/AMS";"";"aktiv";"Zugänglichkeit nicht festgelegt";"2019-02-07"
"https://www.helveticarchives.ch/detail.aspx?ID=172016";"CH-000292-0";"";"";"Musée international d'horlogerie - bibliothèque et archives";"";"";"";"";"";"Rue des Musées 29";"2300";"La Chaux-de-Fonds";"NE";"CH";"+41 32 967 68 61";"";"mih@ne.ch";"http://www.mih.ch/";"1902";"";"";"Véritable centre de documentation sur l'horlogerie et la mesure du temps, la bibliothèque du MIH comprend non seulement des ouvrages anciens et actuels relatifs au temps, à sa mesure et à l'horlogerie en général, mais également de précieuses archives industrielles ou privées, des documents iconographiques, des dossiers de presse d'entreprises horlogères, des revues spécialisées, etc. Cette documentation très complète et unique en son genre est très largement utilisée par des chercheurs suisses et internationaux, des auteurs de publications spécialisées, des entrepreneurs, des étudiants et par le public intéressé à ces domaines.";"Ouvrages des 16e au 21e siècles portant sur le temps, la mesure du temps, les instruments de mesure du temps, l'horlogerie, les montres et pendules.";"5'000 volumes, 70 périodiques";"";"https://explore.rero.ch/fr_CH/nj/advanced/search";"Sur rendez-vous (cet@ne.ch)";"";"";"";"ICOM, VMS/AMS";"681.1 [Uhren]
650.1 [Zeitmessung]";"aktiv";"Einsichtnahme an Ort und Stelle möglich (vorher anfragen); Fotokopien von Artikeln nur, wenn nicht in einer A-, B- oder C-Bibliothek lokalisierbar";"2019-02-07"
"https://www.helveticarchives.ch/detail.aspx?ID=172058";"CH-001027-6";"";"";"Nexans Suisse SA / Documentation technique";"";"";"";"";"";"Rue de la Fabrique 2";"2016";"Cortaillod";"NE";"CH";"+41 32 843 55 55.";"";"";"";"";"";"";"";"Draht,Kabel";"3'700 volumes, 155 périodiques, 200 journaux";"";"";"";"";"";"";"BIS";"621.3 [Draht und Kabel]";"aktiv";"Zugänglichkeit nicht festgelegt";"2021-01-25"
"https://www.helveticarchives.ch/detail.aspx?ID=171823";"CH-000809-7";"Ne 34";"NE034";"Observatoire cantonal / Bibliothèque";"";"";"";"";"";"58, rue de l'Observatoire";"2000";"Neuchâtel";"NE";"CH";"+41 32 889 68 70";"+41 32 889 62 81";"Observatoire.Cantonal@ne.ch";"";"1858";"";"";"";"Astronomie";"";"";"";"";"+41 32 889 68 70";"+41 32 889 62 81";"";"";"520 [Astronomie]";"aktiv";"Zugänglichkeit nicht festgelegt";"2019-02-07"
"https://www.helveticarchives.ch/detail.aspx?ID=1390835";"CH-002050-9";"";"";"Office cantonal de l'orientation scolaire et professionnelle";"";"";"";"";"";"Rue du Parc 53";"2300";"La Chaux-de-Fonds";"NE";"CH";"+41 32 889 69 63";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"aktiv";"Zugänglichkeit nicht festgelegt";"2019-06-18"
"https://www.helveticarchives.ch/detail.aspx?ID=171920";"CH-000513-3";"Be 85";"BE085";"Office fédéral de la statistique Bibliothèque";"Bundesamt für Statistik Bibliothek";"";"";"";"";"Espace de l'Europe 10";"2010";"Neuchâtel";"NE";"CH";"+41 58 463 60 54";"+41 58 463 69 03";"library@bfs.admin.ch";"http://www.statistik.admin.ch/";"1860";"";"";"";"Statistik (Bevölkerung, Wirtschaft, Tourismus, Preise, Gesundheit, Bildung, Umwelt, Kriminalität, Soziale Sicherheit, Verkehr, Politik), Amtsdruckschriften, statistische Quellenwerke,Nachschlagewerke";"Mehr als 150'000 Bände, 600 Zeitschriften, 50'000 internationale, 50'000 eidgenössische, 30'000 kantonale, 10'000 kommunale Amtsdruckschriften, Landkarten, elektronische Medien";"";"http://www.alexandria.ch/";"Öffnungszeiten: Montag-Mittwoch-Donnerstag 10:00-12:00, 14:00-16:30 ohne Voranmeldung zugänglich";"+41 58 463 60 54";"+41 58 463 69 03";"library@bfs.admin.ch";"BIS";"310.0 [Statistik]
310.0 [Statistische Quellenwerke]
304.6 [Bevölkerung]
330 [Wirtschaft]
910.0 [Tourismus]
658.8 [Markt- und Preisfragen]
613 [Gesundheit]
370.0 [Bildung]
333.7 [Umwelt]
362 [Soziale Sicherheit]
364 [Kriminalität]
388 [Verkehr]
320.0 [Politik]
025.1 [Amtsdruckschriften]";"aktiv";"Lieferung der Dokumente innerhalb einer Woche";"2021-01-25"
"https://www.helveticarchives.ch/detail.aspx?ID=171919";"CH-000636-3";"Ne 36";"NE036";"Office neuchâtelois de la documentation pédagogique";"";"";"";"";"";"";"";"Neuchâtel";"NE";"CH";"";"";"";"";"1967";"";"";"La Bibliothèque n'existe plus.";"";"";"";"";"";"";"";"";"";"";"inaktiv";"";"2021-01-25"
"https://www.helveticarchives.ch/detail.aspx?ID=171941";"CH-000268-5";"";"";"Philip Morris Europe / R+D / Scientific Library / Fabrique de Tabac Réunies SA / Bibliothèque";"";"";"";"";"";"";"2003";"Neuchâtel";"NE";"CH";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"aktiv";"Zugänglichkeit nicht festgelegt";"2019-02-07"
"https://www.helveticarchives.ch/detail.aspx?ID=171953";"CH-000952-3";"";"";"Portescap / Bibliothèque & documentation";"";"";"";"";"";"157, rue Jardinière";"2301";"La Chaux-de-Fonds";"NE";"CH";"+41 32 925 61 11";"+41 39 925 65 93";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"BIS";"";"aktiv";"Zugänglichkeit nicht festgelegt";"2019-02-07"
"https://www.helveticarchives.ch/detail.aspx?ID=171950";"CH-001236-6";"";"";"Séminaire d'archéologie préhistorique / Bibliothèque";"";"";"";"";"";"";"";"Neuchâtel";"NE";"CH";"";"";"";"";"1968";"";"CH-001237-3";"La Bibliothèque n'existe plus. La collection a été intégré dans une autre Bibliothèque (CH-001237-3).";"";"";"";"";"";"";"";"";"";"";"inaktiv";"";"2021-01-25"
"https://www.helveticarchives.ch/detail.aspx?ID=171802";"";"Ne 11";"NE011";"Séminaire de philologie romane et de linguistique française / Bibliothèque";"";"";"";"";"";"";"";"Neuchâtel";"NE";"CH";"";"";"";"";"";"1995";"CH-000758-6";"La Bibliothèque n'existe plus. La collection a été intégré dans une autre Bibliothèque (CH-000758-6).";"";"";"";"";"";"";"";"";"";"";"inaktiv";"";"2019-02-07"
"https://www.helveticarchives.ch/detail.aspx?ID=171803";"CH-000893-0";"Ne 35";"NE035";"Service cantonal de la santé publique / Bibliothèque";"";"";"";"";"";"";"";"Neuchâtel";"NE";"CH";"";"";"";"";"";"1993";"";"La Bibliothèque n'existe plus.";"";"";"";"";"";"";"";"";"";"";"inaktiv";"";"2019-02-07"
"https://www.helveticarchives.ch/detail.aspx?ID=171822";"CH-000819-3";"Ne 31";"NE031";"Service de la Consommation et des Affaires Vétérinaires / Bibliothèque";"";"";"";"";"";"Jehanne-de-Hochberg 5";"2001";"Neuchâtel";"NE";"CH";"+41 32 889 68 30";"+41 32 889 62 74";"scav@ne.ch";"www.ne.ch/scav";"";"";"";"";"Lebensmittelkontrolle";"";"";"";"";"+41 32 889 68 30";"+41 32 889 62 74";"scav@ne.ch";"";"363.1 [Lebensmittelkontrolle und -bewilligungen]";"aktiv";"Lieferung der Dokumente innerhalb einer Woche";"2019-02-07"
"https://www.helveticarchives.ch/detail.aspx?ID=1423699";"CH-002057-X";"";"";"Service intercommunal d'archivage (SIAr) / c/o Commune de Corcelles-Cormondrèche";"";"";"";"";"";"Rue de la Croix 7";"2035";"Corcelles";"NE";"CH";"+41 21 510 21 81 (bureau romand de Docuteam Sàrl)";"";"siar@docuteam.ch";"http://www.siar.ch/";"2012";"";"";"Le Service intercommunal d'archivage (SIAr) a été créé le 1er janvier 2012 dans le Canton de Neuchâtel. Il a pour but de professionnaliser la gestion de l'information et des archives dans les communes, de mutualiser les ressources et de répondre aux exigences législatives et normatives. Pour ce faire, il réunit, dans le Canton de Neuchâtel, une équipe d'archivistes professionnel·le·s qui prend en charge les activités d'archivage des communes membres de la Convention. La Commune de Corcelles-Cormondrèche est responsable de l'administration du service et gère les nouvelles adhésions à la Convention. Les travaux d'archivage des membres de la Convention sont assurés par mandat de prestations par Docuteam Sàrl, société qui offre des prestations de gestion de l'information, gestion d'archives et d'informatique appliquée à l'archivage à de nombreuses communes en Suisse.";"En 2019, le SIAr assure la gestion, en entier ou en partie, des archives de treize communes neuchâteloises membres de la Convention: Cornaux, Cortaillod, Cressier, Enges, La Côte-aux-Fées, La Grande Béroche, La Tène, Milvignes, Rochefort, Saint-Blaise, Val-de-Ruz, Val-de-Travers.";"";"";"";"";"";"";"";"";"";"aktiv";"Zugänglichkeit nicht festgelegt";"2019-10-23"
"https://www.helveticarchives.ch/detail.aspx?ID=172025";"CH-000255-7";"";"";"Société suisse de spéléologie (SSS) / Centre de documentation de l' Union internationale de spéléologie (UIS)";"Schweizerische Gesellschaft für Höhlenforschung / Bibliothek";"";"";"";"";"c/o Bibliothèque de la Ville / 33, rue du Progrès";"2305";"La Chaux-de-Fonds";"NE";"CH";"";"";"";"";"1950";"";"";"";"Spéléologie et les domaines qui s'y rattachent (hydrogéologie, biospéléologie, karstologie): Höhlenkunde,Hydrogeologie";"3'000 volumes, 800 périodiques, 5'000 tirés-à-part";"";"";"";"";"";"";"";"551.4 [Hydrogeologie]
551.4 [Höhlenkunde]";"aktiv";"Lieferung der Dokumente nur, wenn nicht in einer A- oder B-Bibliothek lokalisierbar ( Spezialbibliotheken, Privatindustrie)";"2019-02-07"
"https://www.helveticarchives.ch/detail.aspx?ID=172057";"CH-000426-6";"Au 1";"AU001";"Station d'essais viticoles / Bibliothèque";"";"";"";"";"";"";"";"Auvernier";"NE";"CH";"";"";"";"";"";"1990";"";"La Bibliothèque n'existe plus.";"";"";"";"";"";"";"";"";"";"";"inaktiv";"";"2019-02-07"
"https://www.helveticarchives.ch/detail.aspx?ID=171938";"CH-000348-8";"Ne 7";"NE007";"Université de Neuchâtel / Bibliothèque de biologie";"";"";"";"";"";"Rue Emile-Argand 11";"2000";"Neuchâtel";"NE";"CH";"+41 32 718 20 90/91";"";"biblio.sciences@unine.ch";"http://www.unine.ch/bibliotheque/horaires";"1909";"";"";"";"Acarologie,biochimie végétale,botanique systématique,conservation de la nature,cryptogamie,écologie,entomologie,ethologie,immunologie des parasites,microbiologie,parasitologie,physiologie des parasites,physiologie sensorielle,physiologie végétale,zoologie Biochemie,Botanik,Insektenkunde,Mikrobiologie,Ökologie,Parasitologie,Pflanzenökologie,Pflanzenphysiologie,Verhaltensforschung,Zoologie,Milben";"30'000 volumes, 500 périodiques, 60'000 tirés-à-part";"";"https://explore.rero.ch/fr_CH/nj";"NB";"+41 32 718 20 90/91";"";"biblio.sciences@unine.ch";"RERO";"";"aktiv";"Lieferung der Dokumente innerhalb einer Woche";"2021-01-25"
"https://www.helveticarchives.ch/detail.aspx?ID=171942";"CH-000164-0";"";"";"Université de Neuchâtel / Bibliothèque de biologie";"";"";"";"";"";"";"";"Neuchâtel";"NE";"CH";"";"";"";"";"";"";"CH-000348-8";"La Bibliothèque n'existe plus. La collection a été intégré dans une autre Bibliothèque (CH-000348-8).";"";"";"";"";"";"";"";"";"";"";"inaktiv";"";"2019-02-07"
"https://www.helveticarchives.ch/detail.aspx?ID=171937";"CH-000349-5";"Ne 3";"NE003";"Université de Neuchâtel / Institut de biologie / Bibliothèque de botanique";"";"";"";"";"";"";"";"Neuchâtel";"NE";"CH";"";"";"";"";"1909";"2006";"CH-000348-8";"La Bibliothèque n'existe plus. La collection a été intégré dans une autre Bibliothèque (CH-000348-8).";"";"";"";"";"";"";"";"";"BIS";"";"inaktiv";"";"2021-01-25"
"https://www.helveticarchives.ch/detail.aspx?ID=172082";"CH-001274-7";"";"";"Didaktisches Zentrum Stans";"";"";"";"";"";"Pestalozziweg 3";"6370";"Stans";"NW";"CH";"+41 619 02 25";"";"dzstans@schule-stans.ch";"http://www.biblio-nw.ch/";"1985";"";"";"";"Didaktische Medien für den Schulunterricht: - Unterrichtsmaterialien zu allen Fächern und für alle Stufen der Volksschule - praxisbezogene Fachliteratur - Zeitschriften - Lernspiele - Bilderbuchsammlung - Kamishibai - Gesamtangebot der Zentrale für Klassenlektüre (ZKL) - religiöse Medien: integrierte KAN-Bibliothek (Katholische Arbeitsstelle Nidwalden) - obligatorische Lehrmittel und Ergänzungslehrmittel des Kanton Nidwalden";"10'000 Medien";"";"http://www.winmedio.net/stans-dz";"Zur Benutzung des DZ Stans berechtigt eine vertragliche Vereinbarung mit der Gemeinde Stans. Ausserkantonale, an Volks- und Konkordatsschulen tätige Lehrpersonen, die im Kanton Nidwalden wohnen, sind ebenfalls ausleihberechtigt.";"";"";"";"MIPHD";"371.3 [Didaktische und schulgeeignete Medien]
371.3 [Didaktik]
027.7 [Lehrmittel]";"aktiv";"Zugänglichkeit nicht festgelegt";"2021-01-25"
"https://www.helveticarchives.ch/detail.aspx?ID=172061";"CH-000062-0";"St K";"STK";"Kantonsbibliothek Nidwalden";"";"";"";"";"";"Engelbergstrasse 34";"6371";"Stans";"NW";"CH";"+41 41 618 73 00";"";"kantonsbibliothek@nw.ch";"http://www.nw.ch/de/verwaltung/bildungsdirektion/amtkultur/kantonsbiblio/";"1473";"";"";"Die Kantonsbibliothek Nidwalden wurde - als jüngste der Schweiz - im Jahr 1970 gegründet. Der Bildhauer und Schriftsteller Hans von Matt (1899-1985) unterstützte das Bestreben des Historischen Vereins Nidwalden HVN, den Kanton Nidwalden zur Gründung einer Kantonsbibliothek zu bewegen. Mit der Errichtung einer Stiftung verlieh er dem Vorhaben den entscheidenden Anstoss. Bei der Gründung überliess der HVN seine Buchbestände dem Kanton als Depositum. Aus dem Staatsarchiv kam die «Standesbibliothek», die auf eine Stiftung von Emanuel Stickelberger (1884-1962) zurückgeht und belletristische Werke umfasst dazu, sowie ein «Geschenk der Kinder des Landammann Businger-Isler», das aus Nidwaldensia und Sachbüchern besteht. Die Kantonsbibliothek war zunächst eine reine Magazinbibliothek. Nach dem Umzug in die heutigen Räumlichkeiten des neuen Verwaltungsgebäudes an der Engelbergstrasse 34 kam 1994 eine Freihandabteilung hinzu. 2004 schenkten die Kapuziner dem Kanton ihre Klosterbibliothek.";"Nidwaldensiasammlung (Sachbücher, Belletristik, Kleindruckschriften, AV-Medien, Stiche, Plakate, Karten), Sachbücher, Belletristik, AV-Medien, Deposita, Nachlässe.";"Nidwaldensia: 21'000 Einheiten, Sachbücher/Belletristik: 27'000 Einheiten, AV-Medien: 4'400 Einheiten, HVN-Depot: 2'700 Einheiten";"";"http://www.winmedio.net/kbnw/#Start1";"öffentlich";"";"";"";"BIS";"914.4 [Nidwaldensia]
900 [Geschichte]
305.8 [Volkskunde]
709.0 [Kunstgeschichte]
808.8 [Belletristik]";"aktiv";"Lieferung der Dokumente innerhalb von 48 Stunden";"2019-02-01"
"https://www.helveticarchives.ch/detail.aspx?ID=172062";"CH-000825-0";"St 1";"ST001";"Kapuzinerkloster / Bibliothek";"";"";"";"";"";"Mürgstrasse 18";"6370";"Stans";"NW";"CH";"+41 41 610 37 33";"+41 41 610 09 30";"";"";"";"";"";"";"Kapuziner";"";"";"";"";"+41 41 610 37 33";"+41 41 610 09 30";"";"";"255.3 [Kapuziner]";"aktiv";"Zugänglichkeit nicht festgelegt";"2019-02-01"
"https://www.helveticarchives.ch/detail.aspx?ID=1504708";"CH-002082-2";"";"";"Schulbibliothek GROBI Hergiswil";"";"";"";"";"";"Grossmatt 5";"6052";"Hergiswil";"NW";"CH";"+41 41 632 66 40";"";"yolanda.niederberger@schule-hergiswil.ch";"";"";"";"";"";"Schulbibliothek";"";"";"";"";"";"";"";"";"";"aktiv";"Zugänglichkeit nicht festgelegt";"2020-04-03"
"https://www.helveticarchives.ch/detail.aspx?ID=258271";"CH-001642-5";"";"";"Schulmediothek Emmetten";"";"";"";"";"";"Schulhaus 3";"6376";"Emmetten";"NW";"CH";"+41 41 624 99 35";"";"mediothek@schule-emmetten.ch";"";"1992";"";"";"Die Schulmediothek Emmetten wurde 1992 gegründet. Sie hat den Auftrag, Publikationen über Emmetten zu sammeln und zugänglich zu machen. Das Schwergewicht liegt aber auf Kinder- sowie Jugendbücher, welche von den Schülern der Schule Emmetten (Kindergarten bis 9. Schuljahr) gebraucht werden. Im weiteren werden Erziehungsmedien und Erwachsenenliteratur (Bestandeswechsel 3 Monate durch SBD) angeboten.";"Kinderbücher, Jugendbücher, Erziehungsmedien, Erwachsenenbeletristik, Publikationen über Emmetten";"1'500 Bücher";"";"";"Öffentlich, ohne Voranmeldung";"";"";"";"";"";"aktiv";"Zugänglichkeit nicht festgelegt";"2019-02-07"
"https://www.helveticarchives.ch/detail.aspx?ID=172063";"CH-000101-0";"";"";"Staatsarchiv des Kantons Nidwalden";"";"";"";"";"";"Stansstaderstrasse 54";"6371";"Stans";"NW";"CH";"+41 41 618 51 51";"";"staatsarchiv@nw.ch";"http://www.staatsarchiv.nw.ch/";"1218";"";"";"Das Staatsarchiv ist das öffentliche 'Gedächtnis' der kantonalen Verwaltung. Es bewahrt das historische Archivgut des Kantons, sichert die Akten der modernen Kantonsverwaltung und betreut Privatarchive sowie Sammlungen. Ziel ist die Dokumentation der staatlichen Tätigkeit sowie eine aussagekräftige Überlieferung zur Nidwaldner Geschichte. So erfüllt das Staatsarchiv eine wichtige Funktion für die Rechtssicherheit, für die Nachvollziehbarkeit staatlichen Handelns und für die historische Forschung. Das Staatsarchiv unterstützt Verwaltung und Gemeinden in der Aktenführung. Es bewertet Archivgut, verzeichnet es und sichert es vor Zerstörung. Die Archivbestände sind im Rahmen der gesetzlichen Grundlagen für Verwaltung und Öffentlichkeit zugänglich. Rechtsgrundlage ist das kantonale Gesetz über die Aktenführung und die Archivierung (Archivierungsgesetz, ArchG; NG 323.1).";"Kanton Nidwalden,Schweizerische Geschichte, Archivwissenschaft, historische Hilfswissenschaften, Recht, Verwaltung, Politik";"6'000 Einheiten, 90 Zeitschriften";"";"http://www.staatsarchiv.nw.ch/";"öffentlich, ohne Voranmeldung zugänglich";"";"";"";"KOST, memoriav, VSA/AAS";"949.4 [Akten der städtischen Verwaltung]
351 [Verwaltung]
651.7 [Protokolle]
320.8 [Einwohnergemeinde]
320.8 [Korporationsgemeinde]
050.0 [Zeitschriften]
949.4 [Kantonsgeschichte]";"aktiv";"Einsichtnahme an Ort und Stelle möglich (vorher anfragen); Fotokopien von Artikeln nur, wenn nicht in einer A-, B- oder C-Bibliothek lokalisierbar";"2019-02-01"
"https://www.helveticarchives.ch/detail.aspx?ID=172108";"CH-000902-1";"";"";"Benediktinerkollegium / Kloster Muri-Gries / Abteilung Kollegium Sarnen";"";"";"";"";"";"Brünigstrasse 177";"6060";"Sarnen";"OW";"CH";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"aktiv";"Zugänglichkeit nicht festgelegt";"2019-02-01"
"https://www.helveticarchives.ch/detail.aspx?ID=172120";"CH-001454-5";"";"";"Berufs- und Weiterbildungsberatung Obwalden, Dokumentation";"";"";"";"";"";"Brünigstrasse 178";"6061";"Sarnen";"OW";"CH";"+41 41 666 63 44";"";"berufsberatung@ow.ch";"http://www.berufsberatung-ow.ch/";"";"";"";"";"Berufe, Berufskunde, Berufsberatung";"";"";"";"";"";"";"";"";"331.7 [Berufe]
331.7 [Berufswahlkunde]
331.7 [Berufsberatung]";"aktiv";"Zugänglichkeit nicht festgelegt";"2019-02-01"
"https://www.helveticarchives.ch/detail.aspx?ID=172098";"CH-000061-3";"Sa K";"SAK";"Kantonsbibliothek Obwalden";"";"";"";"";"";"Grundacherhaus, Gesellenweg 4";"6060";"Sarnen";"OW";"CH";"+41 41 666 61 21";"";"kantonsbibliothek@ow.ch";"http://www.kbow.ch/";"1892";"";"";"";"Obwaldensia, Bruder Klaus: Nikolaus von Flüe";"50'000 Bände, 100 Zeitschriften";"";"";"";"+41 41 666 61 21";"";"kantonsbibliothek@ow.ch";"BIS";"914.4 [Obwalden]
922.2 [Bruder Klaus]
949.4 [Nikolaus von der Flüe]";"aktiv";"Lieferung der Dokumente innerhalb von 48 Stunden";"2021-01-25"
"https://www.helveticarchives.ch/detail.aspx?ID=1048584";"CH-001901-9";"";"";"Normenverzeichnis des Schweizerischen Verbands für Kältetechnik";"";"";"";"";"";"Eichistrasse 1";"6055";"Alpnach Dorf";"OW";"CH";"+41 41 670 30 45";"";"info@svk.ch";"http://www.normenverzeichnis.svk.ch/";"";"";"";"";"Normen, Gesetze und Richtlinien welche für die Kältetechnikbranche relevant sind";"ca.180 elektronische Dokumente";"";"";"nur für Mitglieder des SVK";"";"";"";"";"";"aktiv";"Zugänglichkeit nicht festgelegt";"2019-02-01"
"https://www.helveticarchives.ch/detail.aspx?ID=172121";"CH-001455-2";"";"";"Staatsarchiv des Kantons Obwalden";"Staatsarchiv des Kantons Obwalden";"";"";"";"";"St. Antonistrasse 4";"6061";"Sarnen";"OW";"CH";"+41 41 666 62 14";"+41 41 660 11 49";"staatsarchiv@ow.ch";"http://www.staatsarchiv.ow.ch/";"1210";"";"";"";"";"Urkunden, Bände, Akten, Privatarchive, Sammlungen, Amtsdruckschriften, Fachbibliothek";"";"http://query.staatsarchiv.ow.chh/";"öffentlich, ohne Voranmeldung";"";"";"";"SIGEGS, MEMORIAV, VSA/AAS";"";"aktiv";"Zugänglichkeit nicht festgelegt";"2021-01-25"
"https://www.helveticarchives.ch/detail.aspx?ID=172085";"CH-000234-7";"";"";"Stiftsarchiv";"";"";"";"";"";"Kloster Engelberg";"6390";"Engelberg";"OW";"CH";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"aktiv";"Zugänglichkeit nicht festgelegt";"2019-02-01"
"https://www.helveticarchives.ch/detail.aspx?ID=172084";"CH-000114-9";"";"";"Stiftsbibliothek";"";"";"";"";"";"Kloster Engelberg";"6390";"Engelberg";"OW";"CH";"+41 41 637 13 49";"";"";"";"1120";"";"";"";"Helvetica,Monastica,Musik: Mönchstum";"110'000 Bände, 150 Zeitschriften";"";"";"";"+41 41 639 61 61";"+41 41 639 61 13";"";"";"069.1 [Helvetica]
206.5 [Monastica]
780 [Musik]
206.5 [Mönchstum]";"aktiv";"Zugänglichkeit nicht festgelegt";"2021-01-25"
"https://www.helveticarchives.ch/detail.aspx?ID=172358";"CH-001245-5";"";"";"Aero Data Services / Dokumentation";"";"";"";"";"";"Folchartstrasse 19";"9000";"St. Gallen";"SG";"CH";"+41 71 222 10 05";"+41 71 222 10 05";"";"";"1984";"";"";"";"Luftfahrt,Raumfahrt";"1'100 Bände, 30 Zeitschriften";"";"";"";"";"";"";"BIS";"629.1 [Luftfahrt]
387.8 [Raumfahrt]";"aktiv";"Zugänglichkeit nicht festgelegt";"2019-02-07"
"https://www.helveticarchives.ch/detail.aspx?ID=172353";"CH-000144-8";"";"";"Archiv der Katholischen Administration";"";"";"";"";"";"Klosterhof 6a";"9000";"St. Gallen";"SG";"CH";"";"";"kanzlei@bistum-stgallen.ch";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"aktiv";"Zugänglichkeit nicht festgelegt";"2019-02-07"
